28.09.2007;4.205;4.239;4.293;4.307;4.324;4.386;4.478;4.54;4.601;4.772;4.602
31.10.2007;4.226;4.246;4.282;4.282;4.288;4.332;4.402;4.463;4.527;4.702;4.529
30.11.2007;4.036;4.036;4.114;4.121;4.147;4.204;4.289;4.353;4.484;4.672;4.464
31.12.2007;4.154;4.223;4.274;4.282;4.289;4.345;4.447;4.531;4.652;4.782;4.303
31.01.2008;3.581;3.654;3.751;3.818;3.836;3.914;4.035;4.157;4.311;4.509;4.338
29.02.2008;3.38;3.495;3.639;3.707;3.725;3.836;3.988;4.139;4.328;4.58;4.389
31.03.2008;3.787;3.86;3.957;4.014;4.007;4.037;4.124;4.243;4.421;4.614;4.384
30.04.2008;4.056;4.131;4.194;4.193;4.195;4.229;4.318;4.413;4.577;4.724;4.501
30.05.2008;4.502;4.578;4.619;4.623;4.619;4.616;4.651;4.707;4.857;4.993;4.584
30.06.2008;4.93;5.065;5.074;5.061;5.045;5.031;5.089;5.089;5.171;5.285;4.681
31.07.2008;4.566;4.667;4.684;4.703;4.712;4.713;4.769;4.821;4.903;5.026;4.518
29.08.2008;4.437;4.535;4.548;4.574;4.551;4.617;4.659;4.706;4.819;4.908;4.385
30.09.2008;4.047;4.274;4.358;4.485;4.499;4.598;4.671;4.75;4.896;5.011;4.501
31.10.2008;3.56;3.929;4.067;4.285;4.384;4.568;4.779;4.94;5.148;5.246;4.516
28.11.2008;3.312;3.622;3.892;3.863;3.968;4.062;4.227;4.289;4.462;4.787;4.119
31.12.2008;3.114;3.573;3.678;3.632;3.768;3.865;4.069;4.296;4.382;4.826;3.701
30.01.2009;2.412;3.005;3.354;3.534;3.725;3.932;4.14;4.377;4.714;5.067;4.4
27.02.2009;2.197;2.907;3.349;3.64;3.747;3.755;4.113;4.355;4.681;5.15;4.341
31.03.2009;1.953;2.594;3.066;3.285;3.411;3.418;3.766;4.007;4.394;4.839;4.166
30.04.2009;1.821;2.455;2.927;3.168;3.321;3.353;3.68;3.936;4.277;4.678;4.351
29.05.2009;1.671;2.457;3.072;3.36;3.626;3.889;4.016;4.234;4.483;4.963;4.557
30.06.2009;1.57;2.301;2.914;3.272;3.484;3.604;3.935;4.208;4.434;4.872;4.399
31.07.2009;1.621;2.241;2.653;2.932;3.209;3.402;3.667;3.924;4.16;4.582;4.507
31.08.2009;1.67;2.272;2.683;2.957;3.162;3.363;3.576;3.833;4.076;4.472;4.123
30.09.2009;1.511;2.024;2.513;2.841;3.103;3.321;3.573;3.788;4.015;4.404;4.091
30.10.2009;1.532;2.029;2.444;2.775;3.018;3.328;3.585;3.833;4.074;4.571;4.134
30.11.2009;1.551;1.997;2.383;2.711;2.978;3.323;3.524;3.774;4.017;4.494;4.092
31.12.2009;1.543;2.041;2.439;2.802;3.074;3.405;3.627;3.882;4.142;4.537;4.415
29.01.2010;1.898;2.319;2.844;3.045;3.108;3.459;3.671;3.893;4.115;4.599;4.389
26.02.2010;1.43;1.916;2.557;2.852;2.893;3.23;3.509;3.748;3.996;4.524;4.575
31.03.2010;1.348;1.771;2.398;2.701;2.97;3.201;3.517;3.751;3.981;4.411;4.527
30.04.2010;1.672;2.01;2.565;2.799;3.1;3.322;3.645;3.88;4.015;4.511;4.484
31.05.2010;1.992;2.231;2.765;2.976;3.223;3.555;3.82;3.998;4.144;4.621;4.283
30.06.2010;2.105;2.423;2.792;2.995;3.229;3.658;3.856;4.012;4.094;4.651;4.172
30.07.2010;1.752;2.098;2.436;2.753;2.96;3.314;3.606;3.794;3.954;4.474;4.288
31.08.2010;1.749;2.116;2.36;2.673;2.991;3.322;3.563;3.717;3.826;4.305;3.817
30.09.2010;1.915;2.281;2.571;2.828;3.13;3.39;3.657;3.807;3.879;4.451;3.904
29.10.2010;2.019;2.396;2.581;2.86;3.169;3.41;3.682;3.85;3.942;4.489;4.153
30.11.2010;2.982;3.301;3.476;3.75;4.016;4.224;4.424;4.552;4.667;5.071;4.223
31.12.2010;2.877;3.314;3.499;3.884;4.128;4.371;4.551;4.688;4.815;5.068;4.185
31.01.2011;2.581;3.184;3.436;3.833;4.026;4.269;4.463;4.613;4.723;5.111;4.452
28.02.2011;2.502;3.216;3.5;3.903;4.083;4.346;4.545;4.725;4.842;5.273;4.365
31.03.2011;2.504;3.157;3.471;3.886;4.076;4.336;4.518;4.673;4.822;5.306;4.359
29.04.2011;3.022;3.43;3.718;4.01;4.057;4.294;4.473;4.599;4.732;5.192;4.164
31.05.2011;3.005;3.47;3.733;4.004;4.161;4.381;4.463;4.585;4.781;5.111;4.11
30.06.2011;3.094;3.584;3.855;4.13;4.262;4.484;4.563;4.683;4.882;5.216;4.287
29.07.2011;4.318;4.872;5.061;5.264;5.423;5.579;5.635;5.688;5.868;6.139;4.016
31.08.2011;3.421;3.836;4.084;4.297;4.507;4.609;4.72;4.828;5.136;5.823;3.904
30.09.2011;4.251;4.627;4.746;5.227;5.236;5.394;5.472;5.458;5.537;6.266;3.553
31.10.2011;4.994;5.513;5.652;5.884;5.924;6.049;6.098;6.004;6.093;6.568;3.389
30.11.2011;6.933;7.365;7.453;7.535;7.602;7.519;7.383;7.109;7.021;7.307;3.14
30.12.2011;5.117;5.819;5.786;6.198;6.384;6.545;6.492;6.45;7.108;6.982;3.053
31.01.2012;3.523;4.177;4.274;4.752;5.09;5.419;5.531;5.609;5.954;6.22;3.015
29.02.2012;2.137;2.925;3.273;3.795;4.2;4.502;4.755;4.881;5.188;5.548;3.227
30.03.2012;2.919;3.411;3.81;4.325;4.422;4.596;4.728;4.868;5.116;5.472;3.362
30.04.2012;3.118;3.694;4.089;4.656;4.8;5.029;5.149;5.279;5.512;5.75;3.337
31.05.2012;4.433;4.938;5.158;5.53;5.569;5.744;5.75;5.726;5.895;6.141;2.949
29.06.2012;3.499;4.216;4.612;5.189;5.277;5.395;5.504;5.621;5.819;6.018;3.038
31.07.2012;4.019;4.786;5.209;5.514;5.544;5.753;5.831;5.93;6.083;6.296;2.886
31.08.2012;2.796;3.711;4.411;4.809;4.95;5.248;5.456;5.68;5.847;5.994;2.944
28.09.2012;2.353;2.986;3.585;3.997;4.202;4.409;4.652;4.841;5.092;5.432;3.068
31.10.2012;2.271;2.841;3.324;3.76;4.001;4.189;4.333;4.613;4.96;5.118;3.099
30.11.2012;1.954;2.415;2.878;3.394;3.574;3.78;3.951;4.194;4.498;4.716;3.027
31.12.2012;1.987;2.416;2.771;3.308;3.526;3.777;3.948;4.21;4.497;4.673;3.101
31.01.2013;1.624;2.267;2.587;3.104;3.274;3.514;3.736;3.946;4.311;4.491;3.321
28.02.2013;1.925;2.637;2.962;3.488;3.698;3.926;4.062;4.331;4.734;4.815;3.274
29.03.2013;1.919;2.651;2.97;3.529;3.753;3.959;4.072;4.38;4.763;4.768;3.113
30.04.2013;1.092;1.791;2.136;2.644;2.844;3.097;3.326;3.552;3.891;4.077;3.011
31.05.2013;1.445;2.09;2.75;3.057;3.249;3.51;3.617;3.932;4.157;4.48;3.265
28.06.2013;1.934;2.497;3.191;3.476;3.762;3.938;3.993;4.341;4.545;4.846;3.589
31.07.2013;1.56;2.299;2.939;3.259;3.503;3.741;3.797;4.185;4.406;4.761;3.55
30.08.2013;1.969;2.32;2.942;3.285;3.516;3.732;3.779;4.195;4.401;4.781;3.588
30.09.2013;1.888;2.264;2.93;3.254;3.602;3.779;4.06;4.414;4.431;4.838;3.535
31.10.2013;1.439;2.076;2.541;2.898;3.098;3.312;3.605;3.893;4.131;4.503;3.486
29.11.2013;1.184;1.74;2.248;2.62;2.869;3.137;3.511;3.785;4.057;4.441;3.596
31.12.2013;1.257;1.818;2.31;2.73;2.944;3.195;3.538;3.854;4.125;4.463;3.665
31.01.2014;0.927;1.464;1.965;2.296;2.537;2.844;3.207;3.513;3.768;4.168;3.502
28.02.2014;0.782;1.283;1.726;2.058;2.297;2.616;2.919;3.242;3.479;3.961;3.506
31.03.2014;0.836;1.066;1.564;1.941;2.249;2.631;2.885;3.153;3.292;3.779;3.511
30.04.2014;0.809;1.031;1.405;1.781;2.042;2.416;2.637;2.933;3.067;3.617;3.445
30.05.2014;0.759;1.096;1.34;1.682;1.935;2.342;2.527;2.845;2.963;3.501;3.391
30.06.2014;0.594;0.837;1.151;1.356;1.612;2.028;2.266;2.596;2.846;3.334;3.423
31.07.2014;0.476;0.741;1.017;1.237;1.466;1.876;2.122;2.462;2.695;3.23;3.29
29.08.2014;0.364;0.614;0.864;1.151;1.422;1.668;2.036;2.182;2.436;3.052;2.956
30.09.2014;0.362;0.551;0.785;1.023;1.3;1.564;1.942;2.078;2.333;2.972;3.059
31.10.2014;0.698;0.868;1.01;1.163;1.388;1.797;1.987;2.109;2.348;3.024;2.98
28.11.2014;0.487;0.67;0.837;0.956;1.156;1.509;1.673;1.782;2.034;2.739;2.671
31.12.2014;0.534;0.688;0.824;0.952;1.131;1.432;1.576;1.708;1.89;2.585;2.507
