;31.10.2000;5.158;5.147;5.149;5.151;5.172;5.223;5.287;5.335;5.36;;5.646;5.702
;30.11.2000;4.905;4.899;4.898;4.913;4.931;5.007;5.057;5.124;5.117;;5.45;5.512
;29.12.2000;4.546;4.527;4.576;4.587;4.633;4.775;4.867;4.987;5.007;;5.334;5.446
;31.01.2001;4.432;4.456;4.504;4.567;4.616;4.718;4.796;4.906;4.939;;5.298;5.443
;28.02.2001;4.431;4.433;4.475;4.541;4.599;4.688;4.756;4.863;4.897;5.192;5.292;5.419
;30.03.2001;4.239;4.245;4.317;4.41;4.471;4.581;4.683;4.806;4.85;5.184;5.269;5.429
;30.04.2001;4.696;4.674;4.724;4.82;4.859;4.936;5.018;5.129;5.173;5.464;5.524;5.679
;31.05.2001;4.447;4.451;4.581;4.818;4.982;5.092;5.23;5.282;5.295;5.56;5.653;5.825
;29.06.2001;4.34;4.34;4.444;4.692;4.875;5;5.164;5.221;5.236;5.538;5.634;5.784
;31.07.2001;4.181;4.272;4.406;4.505;4.659;4.788;4.927;4.979;4.996;5.318;5.414;5.551
;31.08.2001;3.97;4.056;4.205;4.321;4.511;4.653;4.814;4.884;4.907;5.262;5.366;5.514
;28.09.2001;3.54;3.715;3.971;4.149;4.403;4.565;4.78;4.873;4.901;5.305;5.416;5.615
;31.10.2001;3.245;3.339;3.607;3.801;4.024;4.181;4.37;4.468;4.532;4.852;4.925;5.105
;30.11.2001;3.471;3.601;3.86;4.06;4.237;4.404;4.556;4.647;4.677;4.96;5.029;5.208
;31.12.2001;3.701;3.852;4.346;4.528;4.621;4.783;4.933;5.037;5.069;5.311;5.362;5.441
;31.01.2002;3.932;4.074;4.456;4.577;4.67;4.788;4.892;4.965;4.983;5.187;5.229;5.275
;28.02.2002;3.914;4.048;4.441;4.574;4.675;4.793;4.922;5.003;5.038;5.253;5.303;5.381
;29.03.2002;4.286;4.43;4.828;4.941;5.013;5.12;5.22;5.286;5.333;5.512;5.559;5.623
;30.04.2002;4.024;4.171;4.586;4.741;4.82;4.943;5.073;5.156;5.211;5.408;5.456;5.539
;31.05.2002;4.32;4.58;4.683;4.871;4.97;5.077;5.194;5.238;5.256;5.43;5.479;5.546
;28.06.2002;3.981;4.244;4.445;4.575;4.678;4.819;4.956;5.011;5.03;5.215;5.264;5.304
;31.07.2002;3.636;3.908;4.144;4.304;4.427;4.578;4.735;4.811;4.835;5.067;5.127;5.201
;30.08.2002;3.477;3.703;3.915;4.079;4.205;4.359;4.544;4.626;4.654;4.887;5.031;5.048
;30.09.2002;3.053;3.274;3.493;3.653;3.801;4.062;4.204;4.312;4.391;4.668;4.88;4.922
;31.10.2002;3.18;3.463;3.706;3.809;3.957;4.228;4.375;4.507;4.594;4.88;5.059;5.129
;29.11.2002;3.18;3.47;3.71;3.8;3.95;4.22;4.35;4.47;4.56;4.83;5;5.09
;31.12.2002;2.763;3.028;3.28;3.391;3.549;3.852;4.01;4.158;4.262;4.552;4.763;4.862
;31.01.2003;2.618;2.875;3.132;3.342;3.613;3.785;3.926;4.069;4.123;4.411;4.611;4.73
;28.02.2003;2.34;2.563;2.837;3.069;3.355;3.555;3.715;3.888;3.952;4.298;4.571;4.728
;31.03.2003;2.434;2.702;2.986;3.24;3.506;3.698;3.851;4.016;4.124;4.426;4.684;4.839
;30.04.2003;2.433;2.702;2.992;3.257;3.514;3.719;3.864;4.032;4.148;4.452;4.723;4.873
;30.05.2003;2.134;2.349;2.6;2.854;3.116;3.316;3.487;3.656;3.776;4.128;4.414;4.6
;30.06.2003;2.074;2.327;2.626;2.907;3.172;3.375;3.545;3.722;3.85;4.174;4.5;4.722
;31.07.2003;2.512;2.699;3.043;3.445;3.6;3.782;3.927;4.086;4.202;4.503;4.776;4.993
;29.08.2003;2.626;2.803;2.975;3.527;3.651;3.828;3.964;4.1;4.198;4.45;4.704;4.893
;30.09.2003;2.265;2.59;2.921;3.178;3.328;3.534;3.699;3.867;4.05;4.493;4.608;4.821
;31.10.2003;2.622;2.996;3.334;3.607;3.742;3.927;4.066;4.21;4.347;4.722;4.803;4.995
;28.11.2003;2.736;3.124;3.467;3.738;3.874;4.051;4.19;4.322;4.467;4.8;4.879;5.059
;31.12.2003;2.417;2.831;3.202;3.485;3.637;3.835;3.986;4.139;4.301;4.67;4.744;4.943
;30.01.2004;2.744;3.094;3.396;3.495;3.556;3.757;3.923;4.088;4.262;4.666;4.744;4.95
;27.02.2004;2.432;2.783;3.094;3.207;3.503;3.682;3.863;3.94;4.067;4.514;4.614;4.847
;31.03.2004;2.28;2.619;2.935;3.05;3.354;3.542;3.735;3.955;4.01;4.418;4.537;4.777
;30.04.2004;2.581;2.937;3.255;3.375;3.65;3.824;4.004;4.144;4.246;4.605;4.692;4.924
;31.05.2004;2.726;3.106;3.415;3.543;3.821;3.987;4.159;4.301;4.4;4.751;4.838;5.061
;30.06.2004;2.754;3.117;3.419;3.651;3.791;3.948;4.109;4.243;4.337;4.662;4.731;4.944
;30.07.2004;2.647;3.004;3.298;3.539;3.68;3.839;4.001;4.14;4.235;4.56;4.639;4.856
;31.08.2004;2.448;2.771;3.061;3.301;3.442;3.611;3.786;3.936;4.04;4.387;4.474;4.712
;30.09.2004;2.539;2.801;3.067;3.299;3.52;3.679;3.823;3.959;4.056;4.336;4.432;4.666
;29.10.2004;2.391;2.643;2.899;3.137;3.371;3.538;3.689;3.827;3.93;4.235;4.335;4.589
;30.11.2004;2.32;2.537;2.769;3.003;3.23;3.397;3.543;3.681;3.791;4.068;4.164;4.426
;31.12.2004;2.378;2.604;2.795;2.98;3.181;3.322;3.458;3.584;3.677;3.952;4.044;4.297
;31.01.2005;2.293;2.517;2.699;2.884;3.058;3.194;3.323;3.444;3.538;3.774;3.842;4.053
;28.02.2005;2.617;2.831;3.03;3.212;3.353;3.491;3.611;3.703;3.752;3.943;4.019;4.207
;31.03.2005;2.491;2.75;2.943;3.026;3.191;3.338;3.464;3.567;3.66;3.872;3.944;4.128
;29.04.2005;2.246;2.486;2.669;2.757;2.933;3.09;3.23;3.344;3.44;3.678;3.759;3.977
;31.05.2005;2.142;2.354;2.529;2.617;2.782;2.933;3.069;3.189;3.289;3.524;3.718;3.844
;30.06.2005;2.01;2.183;2.365;2.454;2.619;2.778;2.912;3.034;3.132;3.378;3.57;3.688
;29.07.2005;2.219;2.381;2.538;2.618;2.773;2.917;3.047;3.161;3.25;3.482;3.657;3.768
;31.08.2005;2.174;2.315;2.443;2.514;2.656;2.782;2.907;3.011;3.104;3.328;3.504;3.613
;30.09.2005;2.336;2.475;2.595;2.718;2.816;2.92;3.024;3.113;3.194;3.35;3.517;3.612
;31.10.2005;2.607;2.73;2.861;2.988;3.08;3.177;3.273;3.354;3.423;3.655;3.717;3.805
;30.11.2005;2.758;2.855;2.971;3.075;3.162;3.245;3.331;3.401;3.457;3.668;3.73;3.81
;30.12.2005;2.822;2.9;2.975;3.04;3.097;3.16;3.216;3.26;3.304;3.485;3.539;3.605
;31.01.2006;2.878;3.013;3.117;3.204;3.258;3.331;3.39;3.441;3.477;3.658;3.702;3.758
;28.02.2006;3.075;3.147;3.222;3.29;3.34;3.397;3.442;3.478;3.524;3.663;3.703;3.746
;31.03.2006;3.323;3.408;3.506;3.581;3.627;3.69;3.738;3.771;3.807;3.942;3.984;4.036
;28.04.2006;3.413;3.511;3.638;3.727;3.789;3.859;3.918;3.955;3.984;4.135;4.17;4.234
;31.05.2006;3.406;3.495;3.608;3.699;3.757;3.834;3.9;3.947;3.992;4.172;4.231;4.313
;30.06.2006;3.575;3.654;3.769;3.841;3.884;3.945;4.001;4.042;4.079;4.232;4.278;4.349
;31.07.2006;3.559;3.621;3.68;3.735;3.741;3.8;3.855;3.897;3.93;4.102;4.152;4.229
;31.08.2006;3.538;3.558;3.586;3.615;3.615;3.665;3.707;3.734;3.765;3.929;3.975;4.05
;29.09.2006;3.597;3.594;3.611;3.638;3.633;3.651;3.674;3.695;3.72;3.851;3.887;3.932
;31.10.2006;3.682;3.667;3.684;3.694;3.706;3.719;3.732;3.738;3.766;3.844;3.847;3.876
;30.11.2006;3.675;3.636;3.639;3.654;3.653;3.663;3.685;3.684;3.716;3.8;3.831;3.87
;29.12.2006;3.913;3.893;3.911;3.934;3.939;3.947;3.961;3.964;3.981;4.054;4.06;4.087
;31.01.2007;4.006;3.997;4.012;4.048;4.068;4.082;4.101;4.105;4.147;4.205;4.227;4.256
;28.02.2007;3.908;3.891;3.901;3.918;3.929;3.949;3.964;3.983;4.009;4.083;4.102;4.13
;30.03.2007;4.042;4.028;4.033;4.04;4.052;4.06;4.069;4.087;4.113;4.205;4.251;4.284
;30.04.2007;4.154;4.131;4.141;4.14;4.152;4.156;4.169;4.184;4.198;4.298;4.327;4.348
;31.05.2007;4.407;4.41;4.424;4.436;4.434;4.43;4.431;4.444;4.457;4.569;4.572;4.575
;29.06.2007;4.5;4.526;4.548;4.571;4.562;4.568;4.58;4.599;4.62;4.735;4.721;4.741
;31.07.2007;4.359;4.37;4.381;4.387;4.389;4.387;4.408;4.418;4.439;4.544;4.531;4.554
;31.08.2007;4.079;4.131;4.164;4.18;4.203;4.231;4.265;4.301;4.328;4.52;4.527;4.569
;28.09.2007;4.088;4.137;4.195;4.228;4.257;4.286;4.334;4.378;4.413;4.604;4.608;4.653
;31.10.2007;4.148;4.143;4.179;4.192;4.197;4.219;4.257;4.292;4.331;4.506;4.509;4.558
;30.11.2007;3.928;3.889;3.985;4.023;4.039;4.089;4.149;4.211;4.262;4.518;4.543;4.648
;31.12.2007;4.074;4.075;4.131;4.19;4.21;4.252;4.311;4.366;4.422;4.588;4.607;4.662
;31.01.2008;3.574;3.475;3.539;3.618;3.705;3.786;3.874;3.962;4.054;4.353;4.387;4.522
;29.02.2008;3.415;3.229;3.33;3.434;3.535;3.644;3.763;3.875;4.008;4.364;4.405;4.57
;31.03.2008;3.654;3.66;3.754;3.79;3.806;3.871;3.947;4.02;4.11;4.446;4.502;4.645
;30.04.2008;3.904;3.886;4.003;4.047;4.067;4.108;4.168;4.232;4.328;4.603;4.641;4.729
;30.05.2008;4.402;4.368;4.416;4.419;4.407;4.428;4.461;4.516;4.592;4.829;4.903;4.92
;30.06.2008;4.716;4.74;4.796;4.8;4.777;4.754;4.745;4.768;4.81;4.99;5.017;4.978
;31.07.2008;4.367;4.353;4.393;4.404;4.398;4.415;4.445;4.491;4.534;4.733;4.797;4.763
;29.08.2008;4.204;4.171;4.221;4.239;4.225;4.242;4.292;4.324;4.38;4.618;4.697;4.675
;30.09.2008;3.661;3.728;3.909;4.065;4.09;4.141;4.191;4.25;4.345;4.617;4.747;4.731
;31.10.2008;2.795;3.025;3.317;3.529;3.673;3.839;4.004;4.201;4.302;4.612;4.788;4.644
;28.11.2008;2.462;2.623;2.851;3.027;3.168;3.267;3.443;3.583;3.678;3.887;4.073;3.894
;31.12.2008;1.908;2.274;2.527;2.733;2.886;2.993;3.192;3.324;3.414;3.678;3.888;3.725
;30.01.2009;1.767;2.232;2.605;2.754;3.056;3.239;3.427;3.625;3.806;4.135;4.282;4.168
;27.02.2009;1.553;1.958;2.363;2.736;2.87;3.069;3.267;3.476;3.661;4.116;4.278;4.13
;31.03.2009;1.311;1.843;2.306;2.646;2.803;3.018;3.241;3.41;3.553;3.982;4.207;4.114
;30.04.2009;1.388;1.798;2.263;2.59;2.875;3.093;3.35;3.484;3.59;3.964;4.178;4.09
;29.05.2009;1.33;1.816;2.393;2.801;3.163;3.378;3.651;3.822;3.953;4.343;4.507;4.514
;30.06.2009;1.576;2.007;2.435;2.776;3.063;3.283;3.521;3.601;3.729;4.144;4.35;4.35
;31.07.2009;1.437;1.866;2.274;2.61;2.877;3.087;3.292;3.45;3.569;3.915;4.118;4.123
;31.08.2009;1.471;1.905;2.284;2.593;2.855;3.069;3.256;3.419;3.537;3.86;4.093;4.1
;30.09.2009;1.304;1.742;2.178;2.519;2.824;3.037;3.242;3.4;3.537;3.868;4.075;4.081
;30.10.2009;1.341;1.746;2.173;2.517;2.795;2.995;3.2;3.375;3.533;3.972;4.139;4.156
;30.11.2009;1.226;1.597;2.016;2.366;2.674;2.879;3.085;3.264;3.419;3.889;4.041;4.074
;31.12.2009;1.234;1.592;2.034;2.479;2.818;3.035;3.26;3.436;3.593;4.058;4.199;4.26
;29.01.2010;1.197;1.864;2.078;2.438;2.62;2.869;3.092;3.285;3.461;3.917;4.046;4.128
;26.02.2010;1.154;1.627;1.866;2.278;2.616;2.742;3.05;3.227;3.403;3.78;3.942;4.039
;31.03.2010;1.112;1.579;1.822;2.268;2.607;2.859;3.066;3.227;3.42;3.816;3.928;4.022
;30.04.2010;0.918;1.382;1.881;2.101;2.475;2.717;2.936;3.102;3.289;3.685;3.798;3.896
;31.05.2010;0.714;1.042;1.494;1.719;2.081;2.334;2.556;2.736;2.921;3.319;3.515;3.654
;30.06.2010;0.911;1.191;1.608;1.987;2.169;2.432;2.665;2.843;3.05;3.456;3.588;3.696
;30.07.2010;0.967;1.227;1.583;1.944;2.131;2.345;2.656;2.734;2.945;3.423;3.508;3.645
;31.08.2010;0.668;0.831;1.162;1.544;1.731;1.934;2.204;2.275;2.467;2.886;2.92;3.025
;30.09.2010;0.967;1.166;1.432;1.745;1.917;2.138;2.402;2.487;2.659;3.095;3.163;3.272
;29.10.2010;1.137;1.279;1.577;1.906;2.073;2.303;2.581;2.763;2.913;3.233;3.292;3.379
;30.11.2010;1.06;1.265;1.639;2.038;2.234;2.487;2.786;3.011;3.154;3.514;3.55;3.594
;31.12.2010;0.96;1.226;1.673;2.137;2.372;2.659;3.008;3.225;3.362;3.719;3.807;3.881
;31.01.2011;1.559;1.899;2.327;2.7;2.833;3.05;3.22;3.388;3.534;3.887;3.944;4.006
;28.02.2011;1.586;1.924;2.311;2.677;2.802;3.017;3.208;3.381;3.547;3.907;3.977;4.036
;31.03.2011;1.818;2.204;2.588;2.941;3.048;3.251;3.409;3.567;3.713;4.047;4.108;4.192
;29.04.2011;1.789;2.164;2.531;2.869;2.973;3.147;3.289;3.42;3.562;3.919;3.981;4.089
;31.05.2011;1.832;1.938;2.277;2.6;2.702;2.902;3.076;3.223;3.388;3.796;3.875;3.982
;30.06.2011;1.817;2.064;2.429;2.734;2.853;3.023;3.185;3.304;3.409;3.878;4.014;4.193
;29.07.2011;1.518;1.698;2.026;2.311;2.451;2.651;2.836;2.997;3.225;3.559;3.682;3.794
;31.08.2011;1.113;1.288;1.625;1.914;2.07;2.306;2.522;2.694;2.915;3.381;3.568;3.724
;30.09.2011;1.053;1.156;1.468;1.75;1.892;2.073;2.255;2.424;2.602;3.122;3.296;3.414
;31.10.2011;1.143;1.377;1.735;2.049;2.267;2.485;2.718;2.914;3.102;3.649;3.788;3.866
;30.11.2011;1.287;1.549;1.916;2.24;2.63;2.908;3.114;3.31;3.391;3.779;3.942;4.006
;30.12.2011;0.809;1.181;1.547;1.913;2.336;2.617;2.82;3.054;3.148;3.53;3.645;3.679
;31.01.2012;0.785;1.028;1.443;1.815;2.185;2.468;2.712;2.915;3.05;3.506;3.665;3.777
;29.02.2012;0.561;0.764;1.146;1.593;1.955;2.254;2.534;2.748;2.879;3.379;3.535;3.641
;30.03.2012;0.556;0.874;1.316;1.679;1.871;2.165;2.446;2.664;2.89;3.33;3.493;3.632
;30.04.2012;0.716;0.84;1.323;1.722;1.908;2.2;2.484;2.712;2.961;3.375;3.537;3.709
;31.05.2012;0.433;0.51;0.878;1.232;1.381;1.642;1.895;2.111;2.356;2.809;2.982;3.095
;29.06.2012;0.521;0.813;1.186;1.421;1.763;2.052;2.298;2.506;2.686;3.158;3.432;3.562
;31.07.2012;0.154;0.278;0.598;0.883;1.12;1.407;1.679;1.902;2.063;2.539;2.84;3.042
;31.08.2012;0.143;0.271;0.591;0.923;1.151;1.452;1.726;1.943;2.158;2.64;2.917;3.083
;28.09.2012;0.185;0.322;0.6;0.911;1.131;1.437;1.719;1.947;2.178;2.803;2.988;3.173
;31.10.2012;0.187;0.318;0.606;0.928;1.27;1.564;1.808;2.019;2.243;2.781;2.956;3.145
;30.11.2012;0.118;0.214;0.414;0.733;1.051;1.337;1.595;1.822;2.05;2.608;2.831;3.088
;31.12.2012;0.065;0.162;0.352;0.632;0.966;1.239;1.517;1.764;1.997;2.517;2.699;2.972
;31.01.2013;0.335;0.608;0.876;1.203;1.276;1.539;1.788;2.023;2.257;2.751;2.897;3.123
;28.02.2013;0.155;0.425;0.696;0.999;1.077;1.358;1.635;1.898;2.169;2.747;2.922;3.173
;29.03.2013;0.13;0.352;0.594;0.89;0.948;1.197;1.479;1.758;2.025;2.655;2.859;3.14
;30.04.2013;0.094;0.239;0.453;0.698;0.744;0.958;1.21;1.444;1.711;2.343;2.533;2.822
;31.05.2013;0.319;0.397;0.639;0.895;1.068;1.319;1.573;1.84;2.074;2.611;2.812;3.094
;28.06.2013;0.469;0.574;0.897;1.326;1.388;1.623;1.874;2.144;2.347;2.873;3.067;3.292
;31.07.2013;0.366;0.435;0.728;1.133;1.211;1.488;1.74;2.025;2.233;2.765;2.996;3.239
;30.08.2013;0.445;0.527;0.877;1.35;1.427;1.688;1.95;2.224;2.473;3.003;3.214;3.45
;30.09.2013;0.37;0.566;0.871;1.204;1.272;1.536;1.796;2.065;2.324;2.902;3.11;3.446
;31.10.2013;0.294;0.427;0.692;1.024;1.082;1.346;1.607;1.882;2.16;2.74;2.952;3.317
;29.11.2013;0.23;0.393;0.662;0.998;1.064;1.327;1.588;1.865;2.151;2.773;2.976;3.339
;31.12.2013;0.293;0.47;0.816;1.22;1.563;1.829;2.085;2.364;2.558;2.937;3.112;3.46
;31.01.2014;0.18;0.268;0.544;0.886;1.235;1.49;1.737;2.001;2.228;2.635;2.836;3.174
;28.02.2014;0.247;0.433;0.761;1.055;1.237;1.49;1.73;1.971;2.195;2.608;2.834;3.181
;31.03.2014;0.237;0.38;0.69;0.966;1.152;1.391;1.616;1.874;2.084;2.497;2.745;3.105
;30.04.2014;0.301;0.352;0.615;0.866;1.04;1.269;1.488;1.746;1.952;2.343;2.591;2.956
;30.05.2014;0.189;0.238;0.441;0.676;0.855;1.089;1.307;1.559;1.767;2.448;2.584;2.831
;30.06.2014;0.122;0.217;0.419;0.645;0.707;0.925;1.149;1.372;1.7;2.306;2.453;2.712
;31.07.2014;0.085;0.168;0.34;0.527;0.579;0.781;1.006;1.233;1.53;2.107;2.26;2.524
;29.08.2014;0.016;0.07;0.201;0.367;0.497;0.674;0.871;1.019;1.254;1.822;1.98;2.243
;30.09.2014;-0.013;0.009;0.169;0.332;0.48;0.678;0.891;1.036;1.285;1.896;2.061;2.353
;31.10.2014;-0.003;0.02;0.143;0.293;0.431;0.612;0.804;0.947;1.182;1.79;1.967;2.272
;28.11.2014;0.008;0.031;0.145;0.266;0.356;0.481;0.638;0.758;0.97;1.541;1.739;2.036
;31.12.2014;-0.033;-0.023;0.064;0.177;0.271;0.384;0.523;0.622;0.826;1.402;1.615;1.898
