29.06.2007;4.214;4.395;4.226;4.498;4.491;4.481;4.447;
31.07.2007;4.318;4.427;3.989;4.363;4.343;4.304;4.271;
31.08.2007;4.129;4.011;;4.206;4.21;4.213;4.219;
28.09.2007;4.091;4.163;;4.245;4.264;4.311;4.333;
31.10.2007;4.197;3.636;;4.256;4.266;4.264;4.286;
30.11.2007;3.981;3.701;;4.071;4.131;4.199;4.246;
31.12.2007;4.125;3.799;;4.207;4.25;4.345;4.393;
31.01.2008;3.56;3.985;;3.718;3.799;3.95;4.036;
29.02.2008;3.735;4.431;;3.759;3.836;4.003;4.114;
31.03.2008;3.858;4.738;;3.823;3.868;3.958;4.054;
30.04.2008;4.011;4.491;;4.013;4.063;4.113;4.132;
30.05.2008;4.437;4.299;;4.403;4.411;4.387;4.392;
30.06.2008;4.67;2.041;;4.708;4.605;4.518;4.506;
31.07.2008;4.535;1.696;;4.391;4.267;4.216;4.2;
29.08.2008;4.32;1.791;;4.184;4.09;4.065;4.054;
30.09.2008;3.745;1.939;;3.761;3.781;3.822;3.833;
31.10.2008;2.743;2.199;;2.988;3.287;3.501;3.55;
28.11.2008;2.201;2.08;;2.438;2.713;2.906;2.991;
31.12.2008;1.5;2;;1.777;2.194;2.413;2.532;
30.01.2009;1.477;2.183;;2.448;2.701;3.096;3.211;
27.02.2009;1.07;2.072;;2.076;2.354;2.802;2.964;
31.03.2009;1.032;1.956;;2.216;2.486;2.991;3.2;
30.04.2009;1.096;1.793;;2.434;2.715;3.244;3.453;3.902
29.05.2009;1.224;1.755;;2.841;3.199;3.753;3.984;4.407
30.06.2009;1.157;;;2.643;2.982;3.465;3.667;4.112
31.07.2009;0.961;;;2.621;2.937;3.336;3.53;4.012
31.08.2009;0.983;;;2.698;2.948;3.313;3.438;3.906
30.09.2009;0.839;;;2.651;2.945;3.326;3.414;3.907
30.10.2009;0.659;;;2.566;2.825;3.25;3.345;3.875
30.11.2009;0.534;;;2.407;2.706;3.191;3.272;3.809
31.12.2009;1.714;;;2.412;2.77;3.292;3.391;3.918
29.01.2010;1.614;;;2.284;2.61;3.181;3.286;3.799
26.02.2010;1.583;;2.205;2.518;2.889;3.174;3.251;3.652
31.03.2010;1.537;;2.158;2.481;2.859;3.173;;3.686
30.04.2010;1.369;;1.957;2.274;2.643;2.968;;3.507
31.05.2010;1.265;;1.768;2.049;2.365;2.636;;3.277
30.06.2010;1.424;;1.857;2.117;2.424;2.666;;3.323
30.07.2010;1.446;;1.932;2.208;2.487;2.753;;3.407
31.08.2010;1.291;;1.616;1.789;2.012;2.233;;2.816
30.09.2010;1.411;;1.833;2.06;2.311;2.517;;3.151
29.10.2010;1.395;;1.992;2.293;2.621;2.858;;3.418
30.11.2010;1.578;;2.119;2.373;2.708;2.943;;3.536
31.12.2010;1.839;;2.448;2.688;3.032;3.274;;3.835
31.01.2011;1.966;;2.719;2.975;3.204;3.358;;3.815
28.02.2011;2.21;;2.794;3.01;3.198;3.335;;3.742
31.03.2011;2.3;;2.799;2.995;3.218;3.348;;3.71
29.04.2011;2.774;;2.913;3.034;3.119;3.18;;3.482
31.05.2011;2.521;;2.621;2.717;2.793;2.907;;3.22
30.06.2011;2.328;;2.488;2.638;2.747;2.9;;3.341
29.07.2011;1.995;;2.102;2.222;2.353;2.506;;2.971
31.08.2011;1.476;;1.642;1.79;1.947;2.113;;2.636
30.09.2011;1.192;;1.313;1.436;1.584;1.739;;2.244
31.10.2011;1.316;;1.426;1.56;1.734;1.942;;2.477
30.11.2011;0.849;;0.981;1.161;1.366;1.796;;2.29
30.12.2011;0.845;;0.916;1.041;1.231;1.622;;2.094
31.01.2012;0.886;;0.993;1.111;1.278;1.708;;2.216
29.02.2012;1.039;;1.163;1.278;1.65;1.91;;2.424
30.03.2012;1.278;;1.469;1.596;1.769;1.977;;2.387
30.04.2012;1.153;;1.32;1.425;1.592;1.806;;2.195
31.05.2012;0.776;;0.905;0.97;1.093;1.285;;1.698
29.06.2012;0.995;;1.114;1.219;1.351;1.599;;2.174
31.07.2012;0.969;;1.017;1.068;1.18;1.39;;1.965
31.08.2012;0.858;;0.938;1.017;1.155;1.412;;2.002
28.09.2012;0.675;;0.869;0.972;1.154;1.475;;2.078
31.10.2012;0.769;;0.909;1.014;1.317;1.53;;2.293
30.11.2012;0.726;;0.855;0.963;;1.487;;
31.12.2012;0.74;;0.887;0.97;;1.539;;
31.01.2013;1.025;;0.99;1.378;;1.984;;
28.02.2013;1.032;;;1.314;;1.883;;
29.03.2013;1.011;;1.181;1.391;1.578;1.812;;
30.04.2013;0.835;;1.009;1.215;1.374;1.616;;
31.05.2013;0.938;1.047;1.178;1.434;1.672;1.929;;
28.06.2013;1.134;1.274;1.438;1.725;1.947;2.21;;
31.07.2013;1.042;1.172;1.353;1.655;1.882;2.186;;
30.08.2013;1.243;1.445;1.655;1.93;2.162;2.447;;
30.09.2013;1.117;1.316;1.529;1.83;2.1;2.431;;
31.10.2013;1.016;1.223;1.416;1.67;1.923;2.269;;
29.11.2013;0.861;1.053;1.276;1.571;1.86;2.236;;
31.12.2013;1.087;1.015;1.391;1.782;2.104;2.504;;
31.01.2014;0.95;;1.195;1.515;1.827;2.208;;
28.02.2014;0.906;;1.184;1.509;1.824;2.225;;
31.03.2014;0.777;;1.058;1.405;1.72;2.118;;
30.04.2014;0.639;;0.876;1.231;1.546;1.964;;
30.05.2014;0.533;;0.733;1.057;1.383;1.804;;
30.06.2014;0.446;;0.63;0.947;1.269;1.848;;
31.07.2014;0.283;;0.486;0.779;1.096;1.692;;
29.08.2014;0.181;;0.329;0.584;0.876;1.397;;
30.09.2014;0.153;0.302;0.277;0.563;0.904;1.488;;
31.10.2014;-0.042;0.077;;0.276;0.598;1.19;;
28.11.2014;-0.014;0.02;;0.175;0.478;1.018;;
31.12.2014;0.024;-0.002;;0.132;0.405;0.926;;
